story_id,source_order,title_en,title_zh,word_count,story_type,theme_category,one_sentence_summary,possible_foreshadowing
chekhov_a_living_calendar_01,202,A LIVING CALENDAR,活日历,943,家庭与婚恋,艺术/创作、家庭、官僚/社会,《活日历》写婚恋、亲属关系或家庭身份中的错位，以艺术/创作和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,灯火、黑暗等开篇意象（候选）
chekhov_the_darling_01,204,THE DARLING,宝贝儿,4932,家庭与婚恋,家庭、宗教/信仰、爱情/浪漫,《宝贝儿》写婚恋、亲属关系或家庭身份中的错位，以家庭和宗教/信仰为主要线索，呈现契诃夫式的家庭和婚恋。,雨、窗户、花园等开篇意象（候选）
chekhov_ariadne_01,205,ARIADNE,阿里阿德涅,10457,家庭与婚恋,爱情/浪漫、家庭、贫困/阶级,《阿里阿德涅》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,爱情/浪漫相关反复细节（候选）
chekhov_polinka_01,206,POLINKA,波琳卡,1688,家庭与婚恋,爱情/浪漫、家庭、饮酒,《波琳卡》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和家庭为主要线索，呈现契诃夫式的家庭和婚恋。,医生、火柴、黑暗等开篇意象（候选）
chekhov_anyuta_01,207,ANYUTA,阿纽塔,1531,艺术与自我意识,艺术/创作、家庭、爱情/浪漫,《阿纽塔》写表演、写作、审美或自我想象中的落差，以艺术/创作和家庭为主要线索，呈现契诃夫式的艺术和自我意识。,金钱、窗户等开篇意象（候选）
chekhov_the_two_volodyas_01,208,THE TWO VOLODYAS,两个沃洛佳,4614,家庭与婚恋,家庭、爱情/浪漫、宗教/信仰,《两个沃洛佳》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,雪、医生等开篇意象（候选）
chekhov_the_trousseau_01,209,THE TROUSSEAU,嫁妆,2010,家庭与婚恋,家庭、宗教/信仰、爱情/浪漫,《嫁妆》写婚恋、亲属关系或家庭身份中的错位，以家庭和宗教/信仰为主要线索，呈现契诃夫式的家庭和婚恋。,灯火等开篇意象（候选）
chekhov_the_helpmate_01,210,THE HELPMATE,贤内助,2543,家庭与婚恋,家庭、爱情/浪漫、疾病/医学,《贤内助》写婚恋、亲属关系或家庭身份中的错位，以家庭和爱情/浪漫为主要线索，呈现契诃夫式的家庭和婚恋。,医生等开篇意象（候选）
chekhov_talent_01,211,TALENT,才华,1638,艺术与自我意识,艺术/创作、饮酒、爱情/浪漫,《才华》写表演、写作、审美或自我想象中的落差，以艺术/创作和饮酒为主要线索，呈现契诃夫式的艺术和自我意识。,风、黑暗等开篇意象（候选）
chekhov_an_artist_s_story_01,212,AN ARTIST'S STORY,画家的故事,7181,艺术与自我意识,家庭、自然/风景、爱情/浪漫,《画家的故事》写表演、写作、审美或自我想象中的落差，以家庭和自然/风景为主要线索，呈现契诃夫式的艺术和自我意识。,窗户、花园、灯火等开篇意象（候选）
chekhov_three_years_01,213,THREE YEARS,三年,1752,家庭与婚恋,爱情/浪漫、疾病/医学、自然/风景,《三年》写婚恋、亲属关系或家庭身份中的错位，以爱情/浪漫和疾病/医学为主要线索，呈现契诃夫式的家庭和婚恋。,医生、教堂、黑暗等开篇意象（候选）
